fact_playerkill.appid,fact_playerkill.spaceid,fact_playerkill.sessionid,fact_playerkill.playersessionid,fact_playerkill.profileid,fact_playerkill.totalplaytime,fact_playerkill.userid,fact_playerkill.clientip,fact_playerkill.countrycode,fact_playerkill.absoluteplaytime,fact_playerkill.relativeplaytime,fact_playerkill.createddate,fact_playerkill.eventid,fact_playerkill.environment,fact_playerkill.installmentname,fact_playerkill.release,fact_playerkill.app_name,fact_playerkill.spacename,fact_playerkill.country,fact_playerkill.business_region,fact_playerkill.geo_continent,fact_playerkill.subcontinent,fact_playerkill.region,fact_playerkill.access_contextid,fact_playerkill.access_contextname,fact_playerkill.combat_contextid,fact_playerkill.combat_contextname,fact_playerkill.gamemode_contextid,fact_playerkill.gamemode_contextname,fact_playerkill.keylocation_contextid,fact_playerkill.keylocation_contextname,fact_playerkill.lotd_contextid,fact_playerkill.lotd_contextname,fact_playerkill.match_contextid,fact_playerkill.match_contextname,fact_playerkill.matchmaking_contextid,fact_playerkill.matchmaking_contextname,fact_playerkill.missiontrack_contextid,fact_playerkill.missiontrack_contextname,fact_playerkill.opswap_contextid,fact_playerkill.opswap_contextname,fact_playerkill.playernav_contextid,fact_playerkill.playernav_contextname,fact_playerkill.playgo_contextid,fact_playerkill.playgo_contextname,fact_playerkill.raidboss1_contextid,fact_playerkill.raidboss1_contextname,fact_playerkill.recruitment_contextid,fact_playerkill.recruitment_contextname,fact_playerkill.remote_contextid,fact_playerkill.remote_contextname,fact_playerkill.savegame_contextid,fact_playerkill.savegame_contextname,fact_playerkill.unknown_contextid,fact_playerkill.unknown_contextname,fact_playerkill.ai_positionx,fact_playerkill.ai_positiony,fact_playerkill.ai_positionz,fact_playerkill.combatheadshot,fact_playerkill.combatlegshot,fact_playerkill.combattakedown,fact_playerkill.combattargettype,fact_playerkill.combattypeofkill,fact_playerkill.combattypeofkillname,fact_playerkill.combatweaponused,fact_playerkill.combatweaponusedname,fact_playerkill.contexts,fact_playerkill.copfelony,fact_playerkill.crimfelony,fact_playerkill.enemyarch,fact_playerkill.enemyarchdescription,fact_playerkill.enemylvl,fact_playerkill.factionid,fact_playerkill.isltl,fact_playerkill.issampled,fact_playerkill.killdist,fact_playerkill.offline,fact_playerkill.playerheatlevel,fact_playerkill.playermovetype,fact_playerkill.playerpositionx,fact_playerkill.playerpositiony,fact_playerkill.playerpositionz,fact_playerkill.playervehicletype,fact_playerkill.powerlevel,fact_playerkill.serverdate,fact_playerkill.takedownstate,fact_playerkill.p_dateid
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,6a65deae-4a67-4942-b95e-7d81c36300ff,50f90475-aa5b-4fe6-a90e-5b01de942c8c,449feb20-a425-4fdc-bf3e-c50335abd102,24583,449feb20-a425-4fdc-bf3e-c50335abd102,92.249.69.6,UA,24583,3695,2020-11-26 15:31:26.625,6a65deae-4a67-4942-b95e-7d81c36300ff_5082,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,Ukraine,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,61,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,62,Sandbox,NULL,NULL,NULL,NULL,134,0xEF8655876DEF9D65,141,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,290.72375,197.17665,104.405655,0,0,NA,5,1,Melee,0,NULL,"[61,62,134,141]",0,0,0xDA7E7AFE,FlyingDrone.Delivery,NULL,0,0,False,0.0,False,0,0,289.88943,198.56102,103.997246,Not in Vehicle,NULL,2020-11-26 15:31:39.481,NA,20201126
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,6a65deae-4a67-4942-b95e-7d81c36300ff,a9116449-9222-46ef-bae5-0445bbe651fd,449feb20-a425-4fdc-bf3e-c50335abd102,24907,449feb20-a425-4fdc-bf3e-c50335abd102,92.249.69.6,UA,24907,115,2020-11-26 15:37:32.29,6a65deae-4a67-4942-b95e-7d81c36300ff_5443,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,Ukraine,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,5,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,6,Sandbox,NULL,NULL,NULL,NULL,3,0xEEF5D583376F0E40,7,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,394.2817,258.9057,105.10003,0,0,NA,5,1,Melee,0,NULL,"[3,5,6,7]",0,0,0xDA7E7AFE,FlyingDrone.Delivery,NULL,0,0,False,0.0,False,0,0,393.21466,259.5368,103.91401,Not in Vehicle,NULL,2020-11-26 15:37:39.354,NA,20201126
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,6a65deae-4a67-4942-b95e-7d81c36300ff,a9116449-9222-46ef-bae5-0445bbe651fd,449feb20-a425-4fdc-bf3e-c50335abd102,24996,449feb20-a425-4fdc-bf3e-c50335abd102,92.249.69.6,UA,24996,204,2020-11-26 15:39:01.121,6a65deae-4a67-4942-b95e-7d81c36300ff_5523,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,Ukraine,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,5,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,6,Sandbox,NULL,NULL,NULL,NULL,3,0xEEF5D583376F0E40,7,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,405.5845,260.7191,104.839935,0,0,NA,5,1,Melee,0,NULL,"[3,5,6,7]",0,0,0x12FA11A9,FlyingDrone.Scanner,NULL,7,0,False,0.0,False,0,0,404.20456,259.1792,104.31759,Not in Vehicle,NULL,2020-11-26 15:39:11.938,NA,20201126
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,6a65deae-4a67-4942-b95e-7d81c36300ff,a9116449-9222-46ef-bae5-0445bbe651fd,449feb20-a425-4fdc-bf3e-c50335abd102,24894,449feb20-a425-4fdc-bf3e-c50335abd102,92.249.69.6,UA,24894,102,2020-11-26 15:37:19.911,6a65deae-4a67-4942-b95e-7d81c36300ff_5431,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,Ukraine,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,5,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,6,Sandbox,NULL,NULL,NULL,NULL,3,0xEEF5D583376F0E40,7,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,380.33026,278.06238,104.484665,0,0,NA,5,1,Melee,0,NULL,"[3,5,6,7]",0,0,0xDA7E7AFE,FlyingDrone.Delivery,NULL,0,0,False,0.0,False,0,0,382.77112,278.30038,104.063126,Not in Vehicle,NULL,2020-11-26 15:37:39.354,NA,20201126
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,6a65deae-4a67-4942-b95e-7d81c36300ff,a9116449-9222-46ef-bae5-0445bbe651fd,449feb20-a425-4fdc-bf3e-c50335abd102,25044,449feb20-a425-4fdc-bf3e-c50335abd102,92.249.69.6,UA,25044,252,2020-11-26 15:39:49.929,6a65deae-4a67-4942-b95e-7d81c36300ff_5564,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,Ukraine,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,5,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,6,Sandbox,NULL,NULL,NULL,NULL,3,0xEEF5D583376F0E40,7,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,417.86917,289.7335,104.804474,0,0,NA,5,1,Melee,0,NULL,"[3,5,6,7]",0,0,0xDA7E7AFE,FlyingDrone.Delivery,NULL,0,0,False,0.0,False,0,0,416.82336,287.57812,104.40601,Not in Vehicle,NULL,2020-11-26 15:40:13.421,NA,20201126
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,d9f2fb47-42a1-4a35-8e30-65ceaa99e6cb,d9f2fb47-42a1-4a35-8e30-65ceaa99e6cb,02fb6061-4706-4289-b491-2b663fefee69,8941,02fb6061-4706-4289-b491-2b663fefee69,92.249.69.6,UA,8942,1335,2020-11-26 12:34:41.14,d9f2fb47-42a1-4a35-8e30-65ceaa99e6cb_973,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,Ukraine,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,37,Combat,5,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,6,Sandbox,NULL,NULL,NULL,NULL,3,0xED089080FF2D51B4,39,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1589.4819,371.01852,100.42134,0,0,NA,3,1,Melee,0,NULL,"[3,5,6,37,39]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,0,False,0.0,False,0,0,-1588.4768,372.34454,99.996284,Not in Vehicle,NULL,2020-11-26 12:34:48.225,NA,20201126
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,6a65deae-4a67-4942-b95e-7d81c36300ff,a9116449-9222-46ef-bae5-0445bbe651fd,449feb20-a425-4fdc-bf3e-c50335abd102,25014,449feb20-a425-4fdc-bf3e-c50335abd102,92.249.69.6,UA,25015,223,2020-11-26 15:39:19.979,6a65deae-4a67-4942-b95e-7d81c36300ff_5538,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,Ukraine,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,5,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,6,Sandbox,NULL,NULL,NULL,NULL,3,0xEEF5D583376F0E40,7,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,406.7472,234.30423,104.55561,0,0,NA,5,1,Melee,0,NULL,"[3,5,6,7]",0,0,0xDA7E7AFE,FlyingDrone.Delivery,NULL,0,0,False,0.0,False,0,0,406.53146,236.47403,104.129616,Not in Vehicle,NULL,2020-11-26 15:39:42.722,NA,20201126
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,6a65deae-4a67-4942-b95e-7d81c36300ff,a9116449-9222-46ef-bae5-0445bbe651fd,449feb20-a425-4fdc-bf3e-c50335abd102,24999,449feb20-a425-4fdc-bf3e-c50335abd102,92.249.69.6,UA,24999,207,2020-11-26 15:39:03.39,6a65deae-4a67-4942-b95e-7d81c36300ff_5526,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,Ukraine,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,5,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,6,Sandbox,NULL,NULL,NULL,NULL,3,0xEEF5D583376F0E40,7,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,410.33212,269.1781,105.00718,0,0,NA,3,1,Melee,0,NULL,"[3,5,6,7]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,0,False,0.0,False,0,5,408.17682,264.90714,104.398834,Not in Vehicle,NULL,2020-11-26 15:39:11.938,NA,20201126
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,b10b2999-810f-4285-92da-14f9a894bfa7,b10b2999-810f-4285-92da-14f9a894bfa7,6eb99263-18de-4a1d-ab40-e4694dfc92d0,3012,6eb99263-18de-4a1d-ab40-e4694dfc92d0,92.249.69.6,UA,3012,3012,2020-11-26 09:17:06.636,b10b2999-810f-4285-92da-14f9a894bfa7_2755,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,Ukraine,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,137,Combat,130,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,131,Sandbox,NULL,NULL,NULL,NULL,63,0xF9EA65D55DF9EFD0,98,OnFoot,71,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1175.4963,434.70746,98.42349,0,0,NA,3,1,Melee,0,NULL,"[63,71,98,130,131,137]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,0,False,0.0,False,3,5,-1172.6432,436.2395,97.99504,Not in Vehicle,NULL,2020-11-26 09:17:10.568,NA,20201126
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,6a65deae-4a67-4942-b95e-7d81c36300ff,a9116449-9222-46ef-bae5-0445bbe651fd,449feb20-a425-4fdc-bf3e-c50335abd102,24923,449feb20-a425-4fdc-bf3e-c50335abd102,92.249.69.6,UA,24923,131,2020-11-26 15:37:48.845,6a65deae-4a67-4942-b95e-7d81c36300ff_5456,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,Ukraine,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,5,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,6,Sandbox,NULL,NULL,NULL,NULL,3,0xEEF5D583376F0E40,7,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,385.7569,281.6362,104.55059,0,0,NA,5,1,Melee,0,NULL,"[3,5,6,7]",0,0,0x12FA11A9,FlyingDrone.Scanner,NULL,7,0,False,0.0,False,0,0,388.18216,279.79718,104.18641,Not in Vehicle,NULL,2020-11-26 15:38:10.07,NA,20201126
fab10015-30a7-4cdf-97a1-34eace436465,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,2042a31b-f89c-4a2f-aaf1-972bd1d482b6,2042a31b-f89c-4a2f-aaf1-972bd1d482b6,d2e081a1-852f-4a93-ad49-69f652ed5228,9852,d2e081a1-852f-4a93-ad49-69f652ed5228,,-,9852,583,2020-11-26 13:09:21.132,2042a31b-f89c-4a2f-aaf1-972bd1d482b6_586,UAT,Orwell,PreLaunch,Orwell Google_Stream RETAIL,Orwell Crossplay RETAIL,Not Informed - Stadia,Not Informed - Stadia,Not Informed - Stadia,Not Informed - Stadia,Not Informed - Stadia,NULL,NULL,26,Combat,5,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,6,Sandbox,NULL,NULL,NULL,NULL,8,0xFA22E8B6A87AB88E,28,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-316.2792,-72.95048,100.621765,0,0,NA,3,1,Melee,0,NULL,"[5,6,8,26,28]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,1,False,0.0,False,2,1,-314.9991,-71.09476,100.21478,Not in Vehicle,NULL,2020-11-26 13:09:46.231,NA,20201126
fab10015-30a7-4cdf-97a1-34eace436465,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,e93292ad-0723-4789-b5f3-a2339f7bd806,e93292ad-0723-4789-b5f3-a2339f7bd806,d2e081a1-852f-4a93-ad49-69f652ed5228,1168,d2e081a1-852f-4a93-ad49-69f652ed5228,,-,1169,1127,2020-11-26 09:01:12.22,e93292ad-0723-4789-b5f3-a2339f7bd806_1073,UAT,Orwell,PreLaunch,Orwell Google_Stream RETAIL,Orwell Crossplay RETAIL,Not Informed - Stadia,Not Informed - Stadia,Not Informed - Stadia,Not Informed - Stadia,Not Informed - Stadia,NULL,NULL,NULL,NULL,37,Online_InGameMultiplePlayers,NULL,NULL,NULL,NULL,38,Sandbox,NULL,NULL,NULL,NULL,22,0xFA22E8AB2B7A2FE0,47,OnFoot,8,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,246.77843,-982.59406,110.313644,0,0,NA,3,1,Melee,0,NULL,"[8,22,37,38,47]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,0,False,0.0,False,0,0,246.30397,-983.1369,110.16336,Not in Vehicle,NULL,2020-11-26 09:01:37.085,NA,20201126
fab10015-30a7-4cdf-97a1-34eace436465,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,f0273403-1a1a-444c-b931-f6869094a99a,f0273403-1a1a-444c-b931-f6869094a99a,6a04875b-af42-45fd-ad4c-ba3906fb8fea,10929,6a04875b-af42-45fd-ad4c-ba3906fb8fea,,-,10929,1154,2020-11-26 13:22:59.952,f0273403-1a1a-444c-b931-f6869094a99a_1018,UAT,Orwell,PreLaunch,Orwell Google_Stream RETAIL,Orwell Crossplay RETAIL,Not Informed - Stadia,Not Informed - Stadia,Not Informed - Stadia,Not Informed - Stadia,Not Informed - Stadia,NULL,NULL,32,Combat,24,Online_InGameMultiplePlayers,34,Stockwell War Bunker,NULL,NULL,25,Sandbox,NULL,NULL,NULL,NULL,13,0xFA3A3A97027AB9A6,14,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-324.38196,1409.0201,101.92955,0,0,NA,3,1,Melee,0,NULL,"[13,14,24,25,32,34]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,1,False,0.0,False,0,0,-325.80466,1409.2317,101.44525,Not in Vehicle,NULL,2020-11-26 13:23:06.427,NA,20201126
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,a044e4d9-0fe9-4893-a4cf-92a77c6baf70,cd98d63a-fe87-4095-9b7b-866021c8a114,890a5086-e57b-4975-a7d7-ead0877939dd,17996,890a5086-e57b-4975-a7d7-ead0877939dd,92.249.69.6,UA,17996,813,2020-11-26 15:55:26.616,a044e4d9-0fe9-4893-a4cf-92a77c6baf70_675,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,Ukraine,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,5,Online_InGameMultiplePlayers,19,Uk Fibrecomm Centre,NULL,NULL,6,Sandbox,NULL,NULL,NULL,NULL,3,0xEF1660A4596F5FE3,16,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-694.67236,719.29083,81.43512,0,0,NA,3,1,Melee,0,NULL,"[3,5,6,16,19]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,0,False,0.0,False,0,17,-699.2035,718.55225,81.02771,Not in Vehicle,NULL,2020-11-26 15:55:56.071,NA,20201126
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,9149da7d-c5a3-405e-a897-a24999faae3e,9149da7d-c5a3-405e-a897-a24999faae3e,8d16bd58-6cf8-4be3-b38d-07c32be19e18,11923,8d16bd58-6cf8-4be3-b38d-07c32be19e18,195.88.182.11,RO,11924,3029,2020-11-26 13:38:52.276,9149da7d-c5a3-405e-a897-a24999faae3e_2551,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,58,MeleeCombat,24,Online_InGameMultiplePlayers,54,Civil Aviation Traffic Office,NULL,NULL,25,DirectAction,NULL,NULL,56,OCO_011,33,0xDF5D0FB549613752,55,OnFoot,26,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1145.8342,555.90796,109.26143,0,0,NA,3,1,Melee,0,NULL,"[24,25,26,33,54,55,56,58]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,0,False,0.0,False,0,16,-1144.8322,556.37537,108.358,Not in Vehicle,NULL,2020-11-26 13:38:57.629,NA,20201126
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,4f167996-79c2-4070-b6c1-576f33c2c999,4f167996-79c2-4070-b6c1-576f33c2c999,f62b5106-ed3f-4f51-bcdc-f08c85722a1d,9,f62b5106-ed3f-4f51-bcdc-f08c85722a1d,92.249.69.6,UA,9,9,2020-11-26 09:59:35.569,4f167996-79c2-4070-b6c1-576f33c2c999_98,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,Ukraine,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,7,MeleeCombat,4,Online_MainMenu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,OPL_501,1,0xFAD758CECA7AD9A6,3,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,394.8424,209.59882,104.404655,0,0,NA,3,1,Melee,0,NULL,"[1,3,4,5,7]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,0,False,0.0,False,1,1,395.8692,211.8132,103.96798,Not in Vehicle,NULL,2020-11-26 09:59:40.568,NA,20201126
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,b02c3d28-00a4-4929-af5e-afa7d8ace6b8,b02c3d28-00a4-4929-af5e-afa7d8ace6b8,453873c4-5221-435a-a4a8-ec2a44cd5728,302,453873c4-5221-435a-a4a8-ec2a44cd5728,92.249.69.6,UA,302,302,2020-11-26 07:46:24.467,b02c3d28-00a4-4929-af5e-afa7d8ace6b8_180,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,Ukraine,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,8,MeleeCombat,0,InGameAlone,7,Parliament Square Gardens,NULL,NULL,NULL,NULL,NULL,NULL,4,OPL_501,1,0xF99763EBEF399883,3,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,351.8513,235.06317,106.024506,0,0,NA,5,1,Melee,0,NULL,"[0,1,3,4,7,8]",0,0,0xC267B78A,FlyingDrone.News,NULL,0,0,False,0.0,False,1,3,351.15088,235.18008,104.08842,Not in Vehicle,NULL,2020-11-26 07:46:34.529,NA,20201126
ade80bc2-0462-42bc-837a-851386dc5a9e,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,b02c3d28-00a4-4929-af5e-afa7d8ace6b8,b02c3d28-00a4-4929-af5e-afa7d8ace6b8,453873c4-5221-435a-a4a8-ec2a44cd5728,296,453873c4-5221-435a-a4a8-ec2a44cd5728,92.249.69.6,UA,296,296,2020-11-26 07:46:19.905,b02c3d28-00a4-4929-af5e-afa7d8ace6b8_170,UAT,Orwell,PreLaunch,Orwell PC,Orwell Crossplay RETAIL,Ukraine,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,0,InGameAlone,7,Parliament Square Gardens,NULL,NULL,NULL,NULL,NULL,NULL,4,OPL_501,1,0xF99763EBEF399883,3,OnFoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,357.8579,217.93625,104.54778,0,0,NA,3,1,Melee,0,NULL,"[0,1,3,4,7]",0,0,0xFC6A70F8,WD3_AI_Drones.Authority.Chase_Drone.T3_Chase,NULL,15,0,False,0.0,False,1,4,356.6636,214.73395,104.127396,Not in Vehicle,NULL,2020-11-26 07:46:34.529,NA,20201126
fab10015-30a7-4cdf-97a1-34eace436465,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,c110018d-80f7-4b60-9aa6-eaea4296cc1c,c110018d-80f7-4b60-9aa6-eaea4296cc1c,3c252001-94e2-466d-9b23-08eb7d31dbc3,16875,3c252001-94e2-466d-9b23-08eb7d31dbc3,,-,16876,2172,2020-11-26 09:30:54.482,c110018d-80f7-4b60-9aa6-eaea4296cc1c_1837,UAT,Orwell,PreLaunch,Orwell Google_Stream RETAIL,Orwell Crossplay RETAIL,Not Informed - Stadia,Not Informed - Stadia,Not Informed - Stadia,Not Informed - Stadia,Not Informed - Stadia,NULL,NULL,NULL,NULL,50,Online_InGameMultiplePlayers,63,Albion Station Nine Elms,NULL,NULL,51,Sandbox,NULL,NULL,61,OQO_2019,47,0xFA22E8E9B77A4A02,59,OnFoot,21,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,543.0479,1739.7695,100.6826,0,0,NA,3,1,Melee,0,NULL,"[21,47,50,51,59,61,63]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,0,False,0.0,False,0,4,542.07025,1735.8878,100.27466,Not in Vehicle,NULL,2020-11-26 09:31:18.769,NA,20201126
7765de0b-2ef1-4cff-88b3-bb63b1a039cf,c619c78d-1c6b-47cf-9b36-80160d5c0e8f,7bcc404f-e78c-495e-bbdc-b256c74bf49a,7bcc404f-e78c-495e-bbdc-b256c74bf49a,92ec16ef-b0f0-4b27-bd85-2a37e874feab,2379,92ec16ef-b0f0-4b27-bd85-2a37e874feab,195.88.182.11,RO,2380,2327,2020-11-26 09:43:40.088,7bcc404f-e78c-495e-bbdc-b256c74bf49a_2158,UAT,Orwell,PreLaunch,Orwell PS4,Orwell Crossplay RETAIL,Romania,"Africa, Western Asia, Central & Eastern Europe",Europe,Eastern Europe,EMEA,NULL,NULL,NULL,NULL,55,Online_InGameMultiplePlayers,105,Toan Attack Site,NULL,NULL,56,Sandbox,NULL,NULL,98,OQO_2019,90,0xFA4929FA76FA648C,110,OnFoot,58,PlayGo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-624.7009,-550.90265,96.63156,0,0,NA,3,1,Melee,0,NULL,"[55,56,58,90,98,105,110]",0,0,0x6BF561D1,WD3_AI_Drones.Authority.Chase_Drone.T1_Chase,NULL,15,1,False,0.0,False,0,4,-624.19556,-553.19836,96.11575,Not in Vehicle,NULL,2020-11-26 09:43:55.924,NA,20201126
